Year,UNIT_MEASURE,Sex,Age,Cause_of_death,Value
2010,Number,Both sexes, 1-4,(J00-J99) Diseases of the respiratory system,0
2010,Number,Both sexes, 1-4,(K00-K93) Diseases of the digestive system,0
2010,Number,Both sexes, 1-4,(N00-N99) Diseases of the genitourinary system,1
2010,Number,Both sexes, 1-4,(A00-B99) Infectious and parasitic diseases,2
2010,Number,Both sexes, 1-4,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2
2010,Number,Both sexes, 1-4,Unknown,2
2010,Number,Both sexes, 1-4,"(C00-C97,D00-D48) Neoplasms",3
2010,Number,Both sexes, 1-4,(G00-G99) Diseases of the nervous system,3
2010,Number,Both sexes, 1-4,"(S00-T98) Injuries, poisoning and consequences of external causes",10
2010,Number,Both sexes, 1-4,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",7
2010,Number,M, 1-4,(A00-B99) Infectious and parasitic diseases,0
2010,Number,M, 1-4,(E00-E90) Endocrine metabolic and nutritional diseases,0
2010,Number,M, 1-4,(I00-I99) Diseases of the circulatory system,0
2010,Number,M, 1-4,(J00-J99) Diseases of the respiratory system,0
2010,Number,M, 1-4,(K00-K93) Diseases of the digestive system,0
2010,Number,M, 1-4,(F00-F99) Mental and behavioural disorders,0
2010,Number,M, 1-4,(H00-H59) Diseases of the eye,0
2010,Number,M, 1-4,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2010,Number,M, 1-4,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2010,Number,M, 1-4,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2010,Number,M, 1-4,(P00-P96) Certain conditions originating in the perinatal period,0
2010,Number,M, 1-4,"(C00-C97,D00-D48) Neoplasms",1
2010,Number,M, 1-4,(G00-G99) Diseases of the nervous system,1
2010,Number,M, 1-4,(N00-N99) Diseases of the genitourinary system,1
2010,Number,M, 1-4,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",2
2010,Number,M, 1-4,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2
2010,Number,M, 1-4,Unknown,2
2010,Number,M, 1-4,"(S00-T98) Injuries, poisoning and consequences of external causes",6
2010,Number,F, 1-4,(P00-P96) Certain conditions originating in the perinatal period,0
2010,Number,F, 1-4,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2010,Number,F, 1-4,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2010,Number,F, 1-4,(E00-E90) Endocrine metabolic and nutritional diseases,0
2010,Number,F, 1-4,(F00-F99) Mental and behavioural disorders,0
2010,Number,F, 1-4,(H00-H59) Diseases of the eye,0
2010,Number,F, 1-4,(I00-I99) Diseases of the circulatory system,0
2010,Number,F, 1-4,(J00-J99) Diseases of the respiratory system,0
2010,Number,F, 1-4,(K00-K93) Diseases of the digestive system,0
2010,Number,F, 1-4,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2010,Number,F, 1-4,(N00-N99) Diseases of the genitourinary system,0
2010,Number,F, 1-4,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0
2010,Number,F, 1-4,Unknown,0
2010,Number,F, 1-4,(A00-B99) Infectious and parasitic diseases,2
2010,Number,F, 1-4,"(C00-C97,D00-D48) Neoplasms",2
2010,Number,F, 1-4,(G00-G99) Diseases of the nervous system,2
2010,Number,F, 1-4,"(S00-T98) Injuries, poisoning and consequences of external causes",4
2010,Number,F, 1-4,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",5
2010,Number,Both sexes, 5-9,(P00-P96) Certain conditions originating in the perinatal period,0
2010,Number,Both sexes, 5-9,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2010,Number,Both sexes, 5-9,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2010,Number,Both sexes, 5-9,(H00-H59) Diseases of the eye,0
2010,Number,Both sexes, 5-9,(E00-E90) Endocrine metabolic and nutritional diseases,0
2010,Number,Both sexes, 5-9,(F00-F99) Mental and behavioural disorders,0
2010,Number,Both sexes, 5-9,(J00-J99) Diseases of the respiratory system,0
2010,Number,Both sexes, 5-9,(N00-N99) Diseases of the genitourinary system,0
2010,Number,Both sexes, 5-9,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0
2010,Number,Both sexes, 5-9,(A00-B99) Infectious and parasitic diseases,1
2010,Number,Both sexes, 5-9,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2010,Number,Both sexes, 5-9,(K00-K93) Diseases of the digestive system,1
2010,Number,Both sexes, 5-9,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2010,Number,Both sexes, 5-9,(I00-I99) Diseases of the circulatory system,2
2010,Number,Both sexes, 5-9,Unknown,2
2010,Number,Both sexes, 5-9,"(C00-C97,D00-D48) Neoplasms",3
2010,Number,Both sexes, 5-9,(G00-G99) Diseases of the nervous system,3
2010,Number,Both sexes, 5-9,"(S00-T98) Injuries, poisoning and consequences of external causes",6
2010,Number,M, 5-9,(A00-B99) Infectious and parasitic diseases,0
2010,Number,M, 5-9,(E00-E90) Endocrine metabolic and nutritional diseases,0
2010,Number,M, 5-9,(J00-J99) Diseases of the respiratory system,0
2010,Number,M, 5-9,(K00-K93) Diseases of the digestive system,0
2010,Number,M, 5-9,(N00-N99) Diseases of the genitourinary system,0
2010,Number,M, 5-9,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0
2010,Number,M, 5-9,(F00-F99) Mental and behavioural disorders,0
2010,Number,M, 5-9,(H00-H59) Diseases of the eye,0
2010,Number,M, 5-9,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2010,Number,M, 5-9,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2010,Number,M, 5-9,(P00-P96) Certain conditions originating in the perinatal period,0
2010,Number,M, 5-9,"(C00-C97,D00-D48) Neoplasms",1
2010,Number,M, 5-9,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1
2010,Number,M, 5-9,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1
2010,Number,M, 5-9,Unknown,1
2010,Number,M, 5-9,(G00-G99) Diseases of the nervous system,2
2010,Number,M, 5-9,(I00-I99) Diseases of the circulatory system,2
2010,Number,M, 5-9,"(S00-T98) Injuries, poisoning and consequences of external causes",4
2010,Number,F, 5-9,(P00-P96) Certain conditions originating in the perinatal period,0
2010,Number,F, 5-9,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2010,Number,F, 5-9,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2010,Number,F, 5-9,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2010,Number,F, 5-9,(E00-E90) Endocrine metabolic and nutritional diseases,0
2010,Number,F, 5-9,(F00-F99) Mental and behavioural disorders,0
2010,Number,F, 5-9,(H00-H59) Diseases of the eye,0
2010,Number,F, 5-9,(I00-I99) Diseases of the circulatory system,0
2010,Number,F, 5-9,(J00-J99) Diseases of the respiratory system,0
2010,Number,F, 5-9,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2010,Number,F, 5-9,(N00-N99) Diseases of the genitourinary system,0
2010,Number,F, 5-9,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0
2010,Number,F, 5-9,(A00-B99) Infectious and parasitic diseases,1
2010,Number,F, 5-9,(G00-G99) Diseases of the nervous system,1
2010,Number,F, 5-9,(K00-K93) Diseases of the digestive system,1
2010,Number,F, 5-9,Unknown,1
2010,Number,F, 5-9,"(C00-C97,D00-D48) Neoplasms",2
2010,Number,F, 5-9,"(S00-T98) Injuries, poisoning and consequences of external causes",2
2010,Number,Both sexes, 10-14,(P00-P96) Certain conditions originating in the perinatal period,0
2010,Number,Both sexes, 10-14,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2010,Number,Both sexes, 10-14,(H00-H59) Diseases of the eye,0
2010,Number,Both sexes, 10-14,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2010,Number,Both sexes, 10-14,(F00-F99) Mental and behavioural disorders,0
2010,Number,Both sexes, 10-14,(K00-K93) Diseases of the digestive system,0
2010,Number,Both sexes, 10-14,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2010,Number,Both sexes, 10-14,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0
2010,Number,Both sexes, 10-14,Unknown,0
2010,Number,Both sexes, 10-14,(E00-E90) Endocrine metabolic and nutritional diseases,1
2010,Number,Both sexes, 10-14,(J00-J99) Diseases of the respiratory system,1
2010,Number,Both sexes, 10-14,(N00-N99) Diseases of the genitourinary system,1
2010,Number,Both sexes, 10-14,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2010,Number,Both sexes, 10-14,(A00-B99) Infectious and parasitic diseases,2
2010,Number,Both sexes, 10-14,(I00-I99) Diseases of the circulatory system,2
2010,Number,Both sexes, 10-14,"(C00-C97,D00-D48) Neoplasms",4
2010,Number,Both sexes, 10-14,(G00-G99) Diseases of the nervous system,7
2010,Number,Both sexes, 10-14,"(S00-T98) Injuries, poisoning and consequences of external causes",5
2010,Number,M, 10-14,(A00-B99) Infectious and parasitic diseases,0
2010,Number,M, 10-14,(K00-K93) Diseases of the digestive system,0
2010,Number,M, 10-14,(N00-N99) Diseases of the genitourinary system,0
2010,Number,M, 10-14,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0
2010,Number,M, 10-14,Unknown,0
2010,Number,M, 10-14,(F00-F99) Mental and behavioural disorders,0
2010,Number,M, 10-14,(H00-H59) Diseases of the eye,0
2010,Number,M, 10-14,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2010,Number,M, 10-14,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2010,Number,M, 10-14,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2010,Number,M, 10-14,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2010,Number,M, 10-14,(P00-P96) Certain conditions originating in the perinatal period,0
2010,Number,M, 10-14,(E00-E90) Endocrine metabolic and nutritional diseases,1
2010,Number,M, 10-14,(I00-I99) Diseases of the circulatory system,1
2010,Number,M, 10-14,(J00-J99) Diseases of the respiratory system,1
2010,Number,M, 10-14,"(C00-C97,D00-D48) Neoplasms",2
2010,Number,M, 10-14,(G00-G99) Diseases of the nervous system,2
2010,Number,M, 10-14,"(S00-T98) Injuries, poisoning and consequences of external causes",4
2010,Number,F, 10-14,(P00-P96) Certain conditions originating in the perinatal period,0
2010,Number,F, 10-14,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2010,Number,F, 10-14,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2010,Number,F, 10-14,(E00-E90) Endocrine metabolic and nutritional diseases,0
2010,Number,F, 10-14,(F00-F99) Mental and behavioural disorders,0
2010,Number,F, 10-14,(H00-H59) Diseases of the eye,0
2010,Number,F, 10-14,(J00-J99) Diseases of the respiratory system,0
2010,Number,F, 10-14,(K00-K93) Diseases of the digestive system,0
2010,Number,F, 10-14,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2010,Number,F, 10-14,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",0
2010,Number,F, 10-14,Unknown,0
2010,Number,F, 10-14,(I00-I99) Diseases of the circulatory system,1
2010,Number,F, 10-14,(N00-N99) Diseases of the genitourinary system,1
2010,Number,F, 10-14,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1
2010,Number,F, 10-14,"(S00-T98) Injuries, poisoning and consequences of external causes",1
2010,Number,F, 10-14,(A00-B99) Infectious and parasitic diseases,2
2010,Number,F, 10-14,"(C00-C97,D00-D48) Neoplasms",2
2010,Number,F, 10-14,(G00-G99) Diseases of the nervous system,5
2010,Number,Both sexes,15-19,(P00-P96) Certain conditions originating in the perinatal period,0
2010,Number,Both sexes,15-19,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2010,Number,Both sexes,15-19,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2010,Number,Both sexes,15-19,(H00-H59) Diseases of the eye,0
2010,Number,Both sexes,15-19,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2010,Number,Both sexes,15-19,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2010,Number,Both sexes,15-19,(K00-K93) Diseases of the digestive system,0
2010,Number,Both sexes,15-19,(A00-B99) Infectious and parasitic diseases,1
2010,Number,Both sexes,15-19,(E00-E90) Endocrine metabolic and nutritional diseases,1
2010,Number,Both sexes,15-19,(F00-F99) Mental and behavioural disorders,1
2010,Number,Both sexes,15-19,(N00-N99) Diseases of the genitourinary system,1
2010,Number,Both sexes,15-19,Unknown,1
2010,Number,Both sexes,15-19,(J00-J99) Diseases of the respiratory system,3
2010,Number,Both sexes,15-19,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",3
2010,Number,Both sexes,15-19,(G00-G99) Diseases of the nervous system,4
2010,Number,Both sexes,15-19,(I00-I99) Diseases of the circulatory system,9
2010,Number,Both sexes,15-19,"(S00-T98) Injuries, poisoning and consequences of external causes",24
2010,Number,Both sexes,15-19,"(C00-C97,D00-D48) Neoplasms",7
2010,Number,M,15-19,(K00-K93) Diseases of the digestive system,0
2010,Number,M,15-19,(N00-N99) Diseases of the genitourinary system,0
2010,Number,M,15-19,(F00-F99) Mental and behavioural disorders,0
2010,Number,M,15-19,(H00-H59) Diseases of the eye,0
2010,Number,M,15-19,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2010,Number,M,15-19,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
2010,Number,M,15-19,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2010,Number,M,15-19,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2010,Number,M,15-19,(P00-P96) Certain conditions originating in the perinatal period,0
2010,Number,M,15-19,(A00-B99) Infectious and parasitic diseases,1
2010,Number,M,15-19,(E00-E90) Endocrine metabolic and nutritional diseases,1
2010,Number,M,15-19,Unknown,1
2010,Number,M,15-19,(J00-J99) Diseases of the respiratory system,2
2010,Number,M,15-19,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2
2010,Number,M,15-19,"(C00-C97,D00-D48) Neoplasms",3
2010,Number,M,15-19,(G00-G99) Diseases of the nervous system,4
2010,Number,M,15-19,"(S00-T98) Injuries, poisoning and consequences of external causes",19
2010,Number,M,15-19,(I00-I99) Diseases of the circulatory system,6
2010,Number,F,15-19,(P00-P96) Certain conditions originating in the perinatal period,0
2010,Number,F,15-19,(L00-L99) Diseases of the skin and subcutaneous tissue,0
2010,Number,F,15-19,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0
2010,Number,F,15-19,(A00-B99) Infectious and parasitic diseases,0
2010,Number,F,15-19,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0
2010,Number,F,15-19,(E00-E90) Endocrine metabolic and nutritional diseases,0
2010,Number,F,15-19,(G00-G99) Diseases of the nervous system,0
2010,Number,F,15-19,(H00-H59) Diseases of the eye,0
2010,Number,F,15-19,(K00-K93) Diseases of the digestive system,0
2010,Number,F,15-19,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0
