Year,UNIT_MEASURE,Sex,Age,Cause of death,Value
2010,Number,Both sexes,65-69,"(C00-C97,D00-D48) Neoplasms",529.0
2010,Number,Both sexes,65-69,(I00-I99) Diseases of the circulatory system,983.0
2010,Number,Both sexes,65-69,"(S00-T98) Injuries, poisoning and consequences of external causes",39.0
2010,Number,Both sexes,65-69,(F00-F99) Mental and behavioural disorders,6.0
2010,Number,M,65-69,(H00-H59) Diseases of the eye,0.0
2010,Number,M,65-69,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2010,Number,M,65-69,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,M,65-69,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,M,65-69,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,M,65-69,(M00-M99) Diseases of the musculoskeletal system and connective tissue,2.0
2010,Number,M,65-69,"(S00-T98) Injuries, poisoning and consequences of external causes",26.0
2010,Number,M,65-69,(I00-I99) Diseases of the circulatory system,549.0
2010,Number,M,65-69,"(C00-C97,D00-D48) Neoplasms",332.0
2010,Number,M,65-69,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",46.0
2010,Number,M,65-69,(K00-K93) Diseases of the digestive system,36.0
2010,Number,M,65-69,Unknown,31.0
2010,Number,M,65-69,(J00-J99) Diseases of the respiratory system,40.0
2010,Number,M,65-69,(E00-E90) Endocrine metabolic and nutritional diseases,73.0
2010,Number,M,65-69,(N00-N99) Diseases of the genitourinary system,19.0
2010,Number,M,65-69,(A00-B99) Infectious and parasitic diseases,12.0
2010,Number,M,65-69,(G00-G99) Diseases of the nervous system,11.0
2010,Number,M,65-69,(F00-F99) Mental and behavioural disorders,5.0
2010,Number,F,65-69,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,F,65-69,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,F,65-69,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,F,65-69,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,F,65-69,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2010,Number,F,65-69,(F00-F99) Mental and behavioural disorders,1.0
2010,Number,F,65-69,(H00-H59) Diseases of the eye,1.0
2010,Number,F,65-69,(G00-G99) Diseases of the nervous system,5.0
2010,Number,F,65-69,(A00-B99) Infectious and parasitic diseases,6.0
2010,Number,F,65-69,(E00-E90) Endocrine metabolic and nutritional diseases,90.0
2010,Number,F,65-69,(I00-I99) Diseases of the circulatory system,434.0
2010,Number,F,65-69,(J00-J99) Diseases of the respiratory system,25.0
2010,Number,F,65-69,(K00-K93) Diseases of the digestive system,20.0
2010,Number,F,65-69,(N00-N99) Diseases of the genitourinary system,16.0
2010,Number,F,65-69,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20.0
2010,Number,F,65-69,"(S00-T98) Injuries, poisoning and consequences of external causes",13.0
2010,Number,F,65-69,Unknown,22.0
2010,Number,F,65-69,"(C00-C97,D00-D48) Neoplasms",197.0
2010,Number,Both sexes,70-74,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,Both sexes,70-74,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,Both sexes,70-74,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,Both sexes,70-74,(H00-H59) Diseases of the eye,0.0
2010,Number,Both sexes,70-74,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3.0
2010,Number,Both sexes,70-74,(F00-F99) Mental and behavioural disorders,10.0
2010,Number,Both sexes,70-74,(G00-G99) Diseases of the nervous system,28.0
2010,Number,Both sexes,70-74,(A00-B99) Infectious and parasitic diseases,21.0
2010,Number,Both sexes,70-74,(N00-N99) Diseases of the genitourinary system,56.0
2010,Number,Both sexes,70-74,(E00-E90) Endocrine metabolic and nutritional diseases,247.0
2010,Number,Both sexes,70-74,(J00-J99) Diseases of the respiratory system,127.0
2010,Number,Both sexes,70-74,Unknown,54.0
2010,Number,Both sexes,70-74,(K00-K93) Diseases of the digestive system,77.0
2010,Number,Both sexes,70-74,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",149.0
2010,Number,Both sexes,70-74,"(C00-C97,D00-D48) Neoplasms",761.0
2010,Number,Both sexes,70-74,(I00-I99) Diseases of the circulatory system,1917.0
2010,Number,Both sexes,70-74,"(S00-T98) Injuries, poisoning and consequences of external causes",43.0
2010,Number,Both sexes,70-74,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",6.0
2010,Number,M,70-74,(H00-H59) Diseases of the eye,0.0
2010,Number,M,70-74,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,M,70-74,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,M,70-74,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,M,70-74,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,M,70-74,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2010,Number,M,70-74,(F00-F99) Mental and behavioural disorders,3.0
2010,Number,M,70-74,"(S00-T98) Injuries, poisoning and consequences of external causes",34.0
2010,Number,M,70-74,(I00-I99) Diseases of the circulatory system,959.0
2010,Number,M,70-74,"(C00-C97,D00-D48) Neoplasms",462.0
2010,Number,M,70-74,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",90.0
2010,Number,M,70-74,(K00-K93) Diseases of the digestive system,43.0
2010,Number,M,70-74,Unknown,30.0
2010,Number,M,70-74,(J00-J99) Diseases of the respiratory system,80.0
2010,Number,M,70-74,(E00-E90) Endocrine metabolic and nutritional diseases,81.0
2010,Number,M,70-74,(N00-N99) Diseases of the genitourinary system,22.0
2010,Number,M,70-74,(A00-B99) Infectious and parasitic diseases,13.0
2010,Number,M,70-74,(G00-G99) Diseases of the nervous system,15.0
2010,Number,F,70-74,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,F,70-74,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,F,70-74,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,F,70-74,(H00-H59) Diseases of the eye,0.0
2010,Number,F,70-74,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3.0
2010,Number,F,70-74,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",5.0
2010,Number,F,70-74,(F00-F99) Mental and behavioural disorders,7.0
2010,Number,F,70-74,"(S00-T98) Injuries, poisoning and consequences of external causes",9.0
2010,Number,F,70-74,(A00-B99) Infectious and parasitic diseases,8.0
2010,Number,F,70-74,(E00-E90) Endocrine metabolic and nutritional diseases,166.0
2010,Number,F,70-74,(G00-G99) Diseases of the nervous system,13.0
2010,Number,F,70-74,(I00-I99) Diseases of the circulatory system,958.0
2010,Number,F,70-74,(J00-J99) Diseases of the respiratory system,47.0
2010,Number,F,70-74,(K00-K93) Diseases of the digestive system,34.0
2010,Number,F,70-74,(N00-N99) Diseases of the genitourinary system,34.0
2010,Number,F,70-74,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",59.0
2010,Number,F,70-74,Unknown,24.0
2010,Number,F,70-74,"(C00-C97,D00-D48) Neoplasms",299.0
2010,Number,Both sexes,75-79,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,Both sexes,75-79,(H00-H59) Diseases of the eye,0.0
2010,Number,Both sexes,75-79,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2010,Number,Both sexes,75-79,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2010,Number,Both sexes,75-79,(F00-F99) Mental and behavioural disorders,15.0
2010,Number,Both sexes,75-79,(G00-G99) Diseases of the nervous system,32.0
2010,Number,Both sexes,75-79,(A00-B99) Infectious and parasitic diseases,37.0
2010,Number,Both sexes,75-79,(N00-N99) Diseases of the genitourinary system,70.0
2010,Number,Both sexes,75-79,(E00-E90) Endocrine metabolic and nutritional diseases,259.0
2010,Number,Both sexes,75-79,(J00-J99) Diseases of the respiratory system,152.0
2010,Number,Both sexes,75-79,Unknown,48.0
2010,Number,Both sexes,75-79,(K00-K93) Diseases of the digestive system,87.0
2010,Number,Both sexes,75-79,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",175.0
2010,Number,Both sexes,75-79,"(C00-C97,D00-D48) Neoplasms",682.0
2010,Number,Both sexes,75-79,(I00-I99) Diseases of the circulatory system,2371.0
2010,Number,Both sexes,75-79,"(S00-T98) Injuries, poisoning and consequences of external causes",36.0
2010,Number,Both sexes,75-79,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",7.0
2010,Number,Both sexes,75-79,(M00-M99) Diseases of the musculoskeletal system and connective tissue,7.0
2010,Number,M,75-79,(H00-H59) Diseases of the eye,0.0
2010,Number,M,75-79,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,M,75-79,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,M,75-79,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2010,Number,M,75-79,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3.0
2010,Number,M,75-79,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",4.0
2010,Number,M,75-79,"(S00-T98) Injuries, poisoning and consequences of external causes",27.0
2010,Number,M,75-79,(I00-I99) Diseases of the circulatory system,1057.0
2010,Number,M,75-79,"(C00-C97,D00-D48) Neoplasms",404.0
2010,Number,M,75-79,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",92.0
2010,Number,M,75-79,(K00-K93) Diseases of the digestive system,49.0
2010,Number,M,75-79,Unknown,23.0
2010,Number,M,75-79,(J00-J99) Diseases of the respiratory system,89.0
2010,Number,M,75-79,(E00-E90) Endocrine metabolic and nutritional diseases,78.0
2010,Number,M,75-79,(N00-N99) Diseases of the genitourinary system,37.0
2010,Number,M,75-79,(A00-B99) Infectious and parasitic diseases,23.0
2010,Number,M,75-79,(F00-F99) Mental and behavioural disorders,10.0
2010,Number,M,75-79,(G00-G99) Diseases of the nervous system,18.0
2010,Number,F,75-79,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,F,75-79,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,F,75-79,(H00-H59) Diseases of the eye,0.0
2010,Number,F,75-79,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2010,Number,F,75-79,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",3.0
2010,Number,F,75-79,(M00-M99) Diseases of the musculoskeletal system and connective tissue,4.0
2010,Number,F,75-79,(F00-F99) Mental and behavioural disorders,5.0
2010,Number,F,75-79,"(S00-T98) Injuries, poisoning and consequences of external causes",9.0
2010,Number,F,75-79,(A00-B99) Infectious and parasitic diseases,14.0
2010,Number,F,75-79,(E00-E90) Endocrine metabolic and nutritional diseases,181.0
2010,Number,F,75-79,(G00-G99) Diseases of the nervous system,14.0
2010,Number,F,75-79,(I00-I99) Diseases of the circulatory system,1314.0
2010,Number,F,75-79,(J00-J99) Diseases of the respiratory system,63.0
2010,Number,F,75-79,(K00-K93) Diseases of the digestive system,38.0
2010,Number,F,75-79,(N00-N99) Diseases of the genitourinary system,33.0
2010,Number,F,75-79,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",83.0
2010,Number,F,75-79,Unknown,25.0
2010,Number,F,75-79,"(C00-C97,D00-D48) Neoplasms",278.0
2010,Number,Both sexes,80-84,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,Both sexes,80-84,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,Both sexes,80-84,(H00-H59) Diseases of the eye,0.0
2010,Number,Both sexes,80-84,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2010,Number,Both sexes,80-84,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",4.0
2010,Number,Both sexes,80-84,(M00-M99) Diseases of the musculoskeletal system and connective tissue,10.0
2010,Number,Both sexes,80-84,(F00-F99) Mental and behavioural disorders,8.0
2010,Number,Both sexes,80-84,(G00-G99) Diseases of the nervous system,18.0
2010,Number,Both sexes,80-84,(A00-B99) Infectious and parasitic diseases,17.0
2010,Number,Both sexes,80-84,(N00-N99) Diseases of the genitourinary system,37.0
2010,Number,Both sexes,80-84,(E00-E90) Endocrine metabolic and nutritional diseases,210.0
2010,Number,Both sexes,80-84,(J00-J99) Diseases of the respiratory system,125.0
2010,Number,Both sexes,80-84,Unknown,42.0
2010,Number,Both sexes,80-84,(K00-K93) Diseases of the digestive system,56.0
2010,Number,Both sexes,80-84,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",179.0
2010,Number,Both sexes,80-84,"(C00-C97,D00-D48) Neoplasms",397.0
2010,Number,Both sexes,80-84,(I00-I99) Diseases of the circulatory system,2216.0
2010,Number,Both sexes,80-84,"(S00-T98) Injuries, poisoning and consequences of external causes",29.0
2010,Number,M,80-84,(H00-H59) Diseases of the eye,0.0
2010,Number,M,80-84,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,M,80-84,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,M,80-84,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,M,80-84,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",2.0
2010,Number,M,80-84,(F00-F99) Mental and behavioural disorders,2.0
2010,Number,M,80-84,(M00-M99) Diseases of the musculoskeletal system and connective tissue,4.0
2010,Number,M,80-84,"(S00-T98) Injuries, poisoning and consequences of external causes",19.0
2010,Number,M,80-84,(I00-I99) Diseases of the circulatory system,851.0
2010,Number,M,80-84,"(C00-C97,D00-D48) Neoplasms",201.0
2010,Number,M,80-84,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",70.0
2010,Number,M,80-84,(K00-K93) Diseases of the digestive system,25.0
2010,Number,M,80-84,Unknown,19.0
2010,Number,M,80-84,(J00-J99) Diseases of the respiratory system,67.0
2010,Number,M,80-84,(E00-E90) Endocrine metabolic and nutritional diseases,54.0
2010,Number,M,80-84,(N00-N99) Diseases of the genitourinary system,19.0
2010,Number,M,80-84,(G00-G99) Diseases of the nervous system,8.0
2010,Number,M,80-84,(A00-B99) Infectious and parasitic diseases,7.0
2010,Number,F,80-84,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,F,80-84,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,F,80-84,(H00-H59) Diseases of the eye,0.0
2010,Number,F,80-84,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2010,Number,F,80-84,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",2.0
2010,Number,F,80-84,(F00-F99) Mental and behavioural disorders,6.0
2010,Number,F,80-84,(M00-M99) Diseases of the musculoskeletal system and connective tissue,6.0
2010,Number,F,80-84,(A00-B99) Infectious and parasitic diseases,10.0
2010,Number,F,80-84,(E00-E90) Endocrine metabolic and nutritional diseases,156.0
2010,Number,F,80-84,(G00-G99) Diseases of the nervous system,10.0
2010,Number,F,80-84,(I00-I99) Diseases of the circulatory system,1365.0
2010,Number,F,80-84,(J00-J99) Diseases of the respiratory system,58.0
2010,Number,F,80-84,(K00-K93) Diseases of the digestive system,31.0
2010,Number,F,80-84,(N00-N99) Diseases of the genitourinary system,18.0
2010,Number,F,80-84,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",109.0
2010,Number,F,80-84,"(S00-T98) Injuries, poisoning and consequences of external causes",10.0
2010,Number,F,80-84,Unknown,23.0
2010,Number,F,80-84,"(C00-C97,D00-D48) Neoplasms",196.0
2010,Number,Both sexes,85+,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,Both sexes,85+,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,Both sexes,85+,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,Both sexes,85+,(H00-H59) Diseases of the eye,0.0
2010,Number,Both sexes,85+,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",3.0
